gene,logP
isogroup31112,-0.6
isogroup31113,0.1
isogroup31114,0.2
isogroup31115,-0.3
isogroup31116,0
isogroup31119,0
isogroup3112,0.6
isogroup31120,-1.8
isogroup31121,0.3
isogroup31122,1.7
isogroup31126,0.7
isogroup31127,1
isogroup31129,1.5
isogroup3113,1.2
isogroup31130,2.5
isogroup31131,1.8
isogroup31132,0.5
isogroup31133,-0.3
isogroup31134,3.6
isogroup31135,-0.3
isogroup31136,-0.5
isogroup31139,0.8
isogroup3114,2.7
isogroup31140,0.2
isogroup31141,0
isogroup31142,1.9
isogroup31145,1.7
isogroup31149,0.2
isogroup3115,3.2
isogroup31150,-3.5
isogroup31152,0.7
isogroup31153,0
isogroup31154,1.7
isogroup31155,-1.2
isogroup31157,0.5
isogroup3116,1.8
isogroup31160,0.3
isogroup31161,0.2
isogroup31162,-0.1
isogroup31163,0.2
isogroup31166,0.5
isogroup31168,1.1
isogroup31169,-0.3
isogroup3117,0.2
isogroup31171,-0.3
isogroup31173,-0.4
isogroup31174,-0.5
isogroup31175,0.6
isogroup31176,-0.9
isogroup31177,-10
isogroup3118,-2.1
isogroup31180,0.4
isogroup31181,0
isogroup31182,1.2
isogroup31183,1.1
isogroup31184,2.3
isogroup31185,0.4
isogroup31187,1.1
isogroup31189,0.3
isogroup3119,3.7
isogroup31191,0.4
isogroup31192,-0.5
isogroup31193,0.1
isogroup31194,0
isogroup31196,0.8
isogroup31197,0.8
isogroup31199,1.5
isogroup312,1.9
isogroup3120,0.1
isogroup31202,1.6
isogroup31203,0.9
isogroup31204,-4.7
isogroup31207,0
isogroup31208,0.3
isogroup3121,-0.6
isogroup31210,1.4
isogroup31212,-1.5
isogroup31213,0.9
isogroup31214,0.4
isogroup31215,-0.3
isogroup31216,-3.4
isogroup31217,1.2
isogroup31218,0.6
isogroup31219,-0.5
isogroup3122,0.2
isogroup31220,0.5
isogroup31223,0.8
isogroup31225,0.9
isogroup31227,0.5
isogroup31229,-0.4
isogroup3123,2.8
isogroup31234,0.5
isogroup31236,0.8
isogroup31239,0
isogroup3124,4.4
isogroup31240,1
isogroup31242,1.4
isogroup31244,1.5
isogroup31245,-0.4
isogroup31246,1
isogroup31248,0
isogroup31249,-0.6
isogroup3125,0.9
isogroup31250,0.6
isogroup31252,1
isogroup31254,0.3
isogroup31257,0.6
isogroup31258,0.7
isogroup3126,-1.7
isogroup31260,0.5
isogroup31261,1.2
isogroup31262,-0.2
isogroup31263,0.8
isogroup31265,0
isogroup31269,2.8
isogroup3127,-0.2
isogroup31270,1.2
isogroup31273,0.4
isogroup31275,1.8
isogroup31278,1.1
isogroup31279,0.8
isogroup3128,0.6
isogroup31280,1.9
isogroup31281,0.2
isogroup31282,0
isogroup31283,-4.3
isogroup31284,1.2
isogroup31288,0.8
isogroup31289,1.1
isogroup3129,-0.2
isogroup31290,0.4
isogroup31291,7.1
isogroup31292,0.2
isogroup31294,0.4
isogroup31295,0.6
isogroup31297,-2.7
isogroup31299,1.9
isogroup313,-1.6
isogroup3130,0.5
isogroup31300,2.8
isogroup31301,3.8
isogroup31302,-0.3
isogroup31304,-0.2
isogroup31306,0.7
isogroup31307,0.1
isogroup31308,1.6
isogroup31309,1.1
isogroup3131,5.6
isogroup31310,-0.4
isogroup31311,0.5
isogroup31312,2
isogroup31313,-0.1
isogroup31316,0
isogroup3132,-1.8
isogroup31322,1.3
isogroup31324,-0.2
isogroup31325,1.8
isogroup31326,0.1
isogroup31328,0.3
isogroup3133,-10
isogroup31330,1.8
isogroup31332,1.2
isogroup31333,-0.4
isogroup31334,-1
isogroup31335,0.7
isogroup31336,0.5
isogroup31338,1.7
isogroup31339,0.5
isogroup3134,0.4
isogroup31341,0
isogroup31343,0.1
isogroup31344,-0.6
isogroup31345,-0.1
isogroup31348,0.9
isogroup31349,0.1
isogroup3135,0.8
isogroup31350,0
isogroup31352,0.3
isogroup31353,2.1
isogroup31354,1.5
isogroup31355,-1.5
isogroup31358,-10
isogroup31359,1.2
isogroup3136,0.5
isogroup31360,2.1
isogroup31363,0.3
isogroup31364,-0.4
isogroup31365,0.9
isogroup31366,0.5
isogroup31367,2
isogroup31369,0
isogroup3137,0.2
isogroup31371,0.1
isogroup31372,1.1
isogroup31373,0.1
isogroup31374,-0.1
isogroup31375,0.1
isogroup31376,0.6
isogroup31377,-0.1
isogroup31378,-0.2
isogroup3138,1.4
isogroup31380,-0.1
isogroup31381,3.1
isogroup31382,1.7
isogroup31384,0.4
isogroup31386,0
isogroup31387,0.6
isogroup31389,0.3
isogroup3139,1.8
isogroup31390,-1.2
isogroup31391,0.5
isogroup31392,0.3
isogroup31393,-0.4
isogroup31394,0.7
isogroup31395,2.4
isogroup31396,-0.9
isogroup31399,0
isogroup314,-1.7
isogroup3140,-0.1
isogroup31400,2
isogroup31401,0.2
isogroup31402,0.5
isogroup31403,-0.1
isogroup31404,-0.2
isogroup31406,0.1
isogroup3141,-4.2
isogroup31410,-0.4
isogroup31411,1.7
isogroup31412,-0.5
isogroup31413,-2.2
isogroup31417,2.4
isogroup31418,-2.6
isogroup31419,0.9
isogroup3142,-0.2
isogroup31420,-0.3
isogroup31421,-2.2
isogroup31422,1.1
isogroup31423,0.6
isogroup31424,0.2
isogroup31427,-0.4
isogroup31428,-0.1
isogroup3143,-0.3
isogroup31430,0.7
isogroup31432,-2
isogroup31434,0.6
isogroup31436,0.4
isogroup31437,-0.3
isogroup31438,-0.1
isogroup31439,0
isogroup3144,1.2
isogroup31441,0.4
isogroup31442,-0.1
isogroup31443,0.1
isogroup31446,1.2
isogroup31447,0.1
isogroup31448,0.8
isogroup3145,-0.2
isogroup31454,1.2
isogroup31456,4.6
isogroup31459,1.1
isogroup3146,2.9
isogroup31460,-2.4
isogroup31461,-0.6
isogroup31462,-0.1
isogroup31463,2.1
isogroup31464,0.3
isogroup31466,1.3
isogroup31467,3.7
isogroup31468,0.3
isogroup31469,0.6
isogroup3147,0.1
isogroup31470,1.8
isogroup31472,-3.7
isogroup31473,-0.7
isogroup31474,0.3
isogroup31476,1.4
isogroup31479,0.9
isogroup3148,-0.2
isogroup31480,-0.1
isogroup31481,1.6
isogroup31482,1.3
isogroup31486,-10
isogroup31488,0.1
isogroup3149,-0.6
isogroup31491,0.8
isogroup31492,1.6
isogroup31493,0.8
isogroup31497.1,0.3
isogroup31498,-10
isogroup315,4.7
isogroup3150,0.3
isogroup31501,-0.7
isogroup31504,0.9
isogroup31505,-5
isogroup31507,-0.1
isogroup3151,0.7
isogroup31510,-2.3
isogroup31512,2
isogroup31513,0.9
isogroup31517,1.1
isogroup31518,-0.2
isogroup3152,-0.4
isogroup31520,-0.1
isogroup31523,0.5
isogroup31527,-0.6
isogroup31529,4.1
isogroup3153,0.4
isogroup31530,-0.2
isogroup31531,1.7
isogroup31534,-0.2
isogroup31535,-0.1
isogroup31537,-0.3
isogroup31538,0.9
isogroup3154,0
isogroup31541,0.2
isogroup31542,0.6
isogroup31544,0.5
isogroup31545,0.7
isogroup31546,1
isogroup31548,0
isogroup31549,0.1
isogroup3155,0.4
isogroup31551,0.9
isogroup31555,1
isogroup31556,0.4
isogroup31557,1.1
isogroup31558,1
isogroup31559,0.1
isogroup3156,3.2
isogroup31561,0.2
isogroup31564,3.3
isogroup31565,1
isogroup31566,-1.4
isogroup31568,0.9
isogroup3157,-0.4
isogroup31574,0.2
isogroup31577,0.5
isogroup31578,0.4
isogroup31579,1.1
isogroup3158,0.2
isogroup31580,-0.2
isogroup31581,0.5
isogroup31582,0.6
isogroup31583,0.2
isogroup31584,3.1
isogroup31585,0.1
isogroup3159,0.1
isogroup31591,1.9
isogroup31592,-0.3
isogroup31593,-0.2
isogroup31596,0.2
isogroup31598,0.6
isogroup31599,-0.8
isogroup316,3.5
isogroup31601,1
isogroup31602,-0.7
isogroup31603,-0.1
isogroup31605,0.3
isogroup31607,-0.4
isogroup31608,0.8
isogroup31609,1.5
isogroup3161,0.2
isogroup31610,-1
isogroup31611,0.2
isogroup31612,1.2
isogroup31616,0.1
isogroup31617,0
isogroup31618,-0.3
isogroup3162,2.1
isogroup31620,-0.2
isogroup31621,-0.5
isogroup31623,-0.6
isogroup31624,0.5
isogroup31626,-0.1
isogroup31629,0.2
isogroup3163,0.6
isogroup31631,0.8
isogroup31632,0.5
isogroup31633,0
isogroup31634,1.8
isogroup31635,-0.1
isogroup31636,0
isogroup31637,0.4
isogroup3164,0.3
isogroup31640,-3
isogroup31641,1.2
isogroup31643,0.4
isogroup31644,-0.4
isogroup31646,1.4
isogroup31647,0
isogroup31648,2.6
isogroup31649,0
isogroup3165,1.8
isogroup3165.1,3.6
isogroup31651,1.1
isogroup31654,2.8
isogroup31655,-9.9
isogroup31656,-0.2
isogroup31657,-0.2
isogroup31659,3.7
isogroup31660,0.2
isogroup31661,1.3
isogroup31662,0.4
isogroup31663,0.1
isogroup31665,-0.1
isogroup31666,0.4
isogroup31669,-0.4
isogroup3167,0.1
isogroup31670,0.6
isogroup31671,0.5
isogroup31673,-0.1
isogroup31674,-0.2
isogroup31675,-0.1
isogroup31676,1.4
isogroup31678,0.2
isogroup3168,3.4
isogroup31680,0
isogroup31681,0.4
isogroup31683,-0.6
isogroup31684,0
isogroup31686,0.5
isogroup31687,1
isogroup31688,3.1
isogroup31689,3
isogroup3169,0.3
isogroup31691,0.1
isogroup31692,-0.4
isogroup31693,-1.2
isogroup31694,1
isogroup31696,1.6
isogroup31698,4.3
isogroup31699,0.4
isogroup317,-0.1
isogroup3170,-0.1
isogroup31700,1.2
isogroup31701,1.7
isogroup31702,-0.2
isogroup31703,0.9
isogroup31704,0.4
isogroup31706,0.3
isogroup31707,4.2
isogroup31709,0.1
isogroup3171,2.1
isogroup31711,0.1
isogroup31712,0.4
isogroup31713,1
isogroup31715,1.9
isogroup31716,-0.7
isogroup31717,-0.3
isogroup31718,-0.1
isogroup31719,0.1
isogroup3172,-1.6
isogroup31720,2.2
isogroup31721,0.4
isogroup31723,0.5
isogroup31724,-0.8
isogroup31726,1.1
isogroup31727,-0.2
isogroup31728,0.1
isogroup31729,1.8
isogroup3173,0.2
isogroup31731,0.6
isogroup31733,0.5
isogroup31734,-0.1
isogroup31735,0.7
isogroup31738,-1.7
isogroup31739,2.8
isogroup3174,-1.2
isogroup31740,0.3
isogroup31742,0.3
isogroup31743,0.5
isogroup31744,-0.1
isogroup31745,0.9
isogroup31746,-2.4
isogroup31748,-0.7
isogroup31749,0.4
isogroup31750,1.7
isogroup31753,0.3
isogroup31754,6
isogroup31755,0
isogroup31759,0.6
isogroup3176,0.4
isogroup31761,-0.6
isogroup31762,0.7
isogroup31763,0.4
isogroup31764,-0.8
isogroup31765,0.4
isogroup31768,-0.4
isogroup31769,0.3
isogroup3177,0.5
isogroup31770,0.4
isogroup31771,0.6
isogroup31774,1.1
isogroup31776,-0.1
isogroup31779,-1.7
isogroup3178,5.5
isogroup31780,0.2
isogroup31781,-2
isogroup31783,-2.8
isogroup31785,0.9
isogroup31786,0.1
isogroup31787,-0.1
isogroup31788,1.2
isogroup31789,0.7
isogroup3179,0.7
isogroup31790,-3.2
isogroup31791,-0.1
isogroup31792,0
isogroup31793,0
isogroup31796,1.1
isogroup31797,1.7
isogroup31798,0.8
isogroup31799,0.8
isogroup318,6.7
isogroup3180,1.8
isogroup31800,0.4
isogroup31801,0
isogroup31804,-0.4
isogroup31805,-0.1
isogroup31806,0.9
isogroup31807,0.5
isogroup31808,0.8
isogroup3181,-0.3
isogroup31811,-10
isogroup31814,-0.6
isogroup31815,-0.1
isogroup31816,0.5
isogroup31819,-0.3
isogroup3182,0.3
isogroup31820,-3.3
isogroup31821,-0.5
isogroup31822,0.8
isogroup31823,1
isogroup31824,0.7
isogroup31825,2.7
isogroup31826,0
isogroup31829,1
isogroup3183,-0.8
isogroup31830,0
isogroup31832,-1.5
isogroup31833,0.7
isogroup31834,0.1
isogroup31835,0.5
isogroup31836,0.3
isogroup3184,-4.2
isogroup31841,0.2
isogroup31842,0.4
isogroup31843,0.3
isogroup31844,0.1
isogroup31849,-1.6
isogroup3185,2.2
isogroup31851,1
isogroup31852,-0.7
isogroup31854,0.1
isogroup31855,-4.2
isogroup31856,0
isogroup31857,2.2
isogroup3186,-0.9
isogroup31862,0
isogroup31863,-0.1
isogroup31865,-2.4
isogroup31869,0.6
isogroup3187,0.4
isogroup31870,0
isogroup31872,0
isogroup31875,-0.3
isogroup31876,0
isogroup31877,0
isogroup31878,1.9
isogroup31879,0.3
isogroup3188,2.8
isogroup31880,-0.4
isogroup31881,0.1
isogroup31882,0.7
isogroup31883,-5.5
isogroup31884,0.9
isogroup31885,-0.1
isogroup31886,0.9
isogroup31887,0.4
isogroup3189,0.7
isogroup31890,0.2
isogroup31891,-0.2
isogroup31892,0.5
isogroup31893,0
isogroup31894,0.4
isogroup31897,-0.5
isogroup31898,0.7
isogroup31899,0.1
isogroup319,-1.6
isogroup3190,0.9
isogroup31903,0.1
isogroup31904,3.9
isogroup31906,-5
isogroup31907,0.5
isogroup31908,-1.4
isogroup31909,-0.2
isogroup3191,-1.1
isogroup31911,0
isogroup31912,0.3
isogroup31914,0.5
isogroup31916,0.7
isogroup31919,2
isogroup3192,-0.4
isogroup31922,0.1
isogroup31925,0.2
isogroup31927,0.4
isogroup31928,-0.5
isogroup3193,0.1
isogroup31930,3.5
isogroup31931,1.3
isogroup31932,0.7
isogroup31934,0.4
isogroup31935,0.5
isogroup31936,-0.3
isogroup31937,0.1
isogroup31938,0.4
isogroup31939,0
isogroup3194,-5.4
isogroup31940,1.1
isogroup31943,1
isogroup31944,0
isogroup31946,0.9
isogroup31947,1.1
isogroup3195,1.4
isogroup31951,-0.4
isogroup31952,0.9
isogroup31953,1.1
isogroup31954,1.3
isogroup31955,-0.4
isogroup31957,0.9
isogroup31959,-0.5
isogroup3196,-2.9
isogroup31961,-8.6
isogroup31964,1.4
isogroup31965,-0.4
isogroup31966,0.2
isogroup31968,-0.4
isogroup3197,-2.4
isogroup31971,0.2
isogroup31972,0.7
isogroup31973,0.1
isogroup31975,0
isogroup31977,1.9
isogroup31978,0.1
isogroup31979,0.4
isogroup3198,0.2
isogroup31980,-0.3
isogroup31981,0.1
isogroup31982,0.4
isogroup31983,0.3
isogroup31984,-0.3
isogroup31985,-4.7
isogroup31986,-0.1
isogroup31987,0.7
isogroup31989,0.9
isogroup3199,-0.6
isogroup31990,0.7
isogroup31992,0.2
isogroup31993,0.5
isogroup31994,1.2
isogroup31996,0.2
isogroup32,3
isogroup320,-0.9
isogroup3200,-0.2
isogroup32001,1
isogroup32005,0.5
isogroup32007,0.1
isogroup32008,0.9
isogroup3201,0.9
isogroup32012,1.3
isogroup32014,-0.4
isogroup32019,1.4
isogroup3202,-0.5
isogroup32020,-0.1
isogroup32021,0.9
isogroup32022,-0.9
isogroup32024,0.2
isogroup32025,0.6
isogroup32026,1.1
isogroup3203,-0.9
isogroup32030,1.8
isogroup32031,-8.6
isogroup32033,0.8
isogroup32035,0
isogroup32036,0.1
isogroup32037,0.6
isogroup3204,1.3
isogroup32041,-2.4
isogroup32043,0
isogroup32047,-0.1
isogroup32048,0.2
isogroup32049,1
isogroup3205,1.2
isogroup32053,-1
isogroup32054,0.6
isogroup32057,0.1
isogroup3206,-1
isogroup32061,-0.4
isogroup32062,2.2
isogroup32063,0
isogroup32064,0.9
isogroup32068,1.4
isogroup32069,-1.5
isogroup3207,1.2
isogroup32070,-0.6
isogroup32071,4
isogroup32072,0.3
isogroup32073,-1.2
isogroup32074,0.6
isogroup32075,0.1
isogroup32076,-4.8
isogroup32077,0.4
isogroup32078,-1.3
isogroup3208,1.9
isogroup32080,0
isogroup32081,0.4
isogroup32082,-1.2
isogroup32083,0.5
isogroup32084,0.5
isogroup32086,0.3
isogroup32088,-0.1
isogroup32089,-0.7
isogroup3209,0.8
isogroup32090,1.5
isogroup32091,0.5
isogroup32092,0.2
isogroup32093,-0.5
isogroup32094,0.6
isogroup32096,-1.3
isogroup32098,0.5
isogroup32099,0
isogroup321,0.2
isogroup3210,1.3
isogroup32101,2.2
isogroup32102,0.9
isogroup32104,0
isogroup32105,1.2
isogroup32107,-0.1
isogroup32108,0
isogroup32109,0.1
isogroup3211,-0.8
isogroup32110,-3.5
isogroup32111,2.2
isogroup32114,-1.2
isogroup32115,-0.7
isogroup32116,0
isogroup32117,0.1
isogroup32118,0
isogroup32119,0.1
isogroup3212,2
isogroup32120,0.5
isogroup32122,0.1
isogroup32123,0.3
isogroup32129,0.5
isogroup3213,1.4
isogroup32130,0.7
isogroup32135,2.2
isogroup32136,3.3
isogroup32139,0
isogroup3214,0.9
isogroup32140,2
isogroup32142,-0.1
isogroup32143,-0.4
isogroup32144,2.1
isogroup32145,0.7
isogroup32146,-0.3
isogroup32147,-10
isogroup32149,0
isogroup3215,1
isogroup32150,-0.4
isogroup32152,-0.1
isogroup32153,-0.4
isogroup32154,1.9
isogroup32155,0.4
isogroup32156,0.1
isogroup32157,1.6
isogroup32158,-0.7
isogroup32159,-4.1
isogroup3216,0.7
isogroup32160,2.5
isogroup32161,0.1
isogroup32163,2
isogroup32166,0.3
isogroup32167,-0.3
isogroup32168,0.3
isogroup32169,0.1
isogroup3217,0
isogroup32171,0.3
isogroup32173,0
isogroup32174,1.3
isogroup32175,0.2
isogroup32179,-0.3
isogroup3218,0.8
isogroup3218.1,0.3
isogroup32180,2.4
isogroup32181,-0.2
isogroup32182,0.6
isogroup32183,0.7
isogroup32184,0.1
isogroup32185,-0.7
isogroup32186,0.1
isogroup32187,-0.2
isogroup32188,0.1
isogroup32189,1.1
isogroup3219,-0.7
isogroup32190,-0.3
isogroup32191,0.9
isogroup32192,-1.8
isogroup32194,0.4
isogroup32195,-0.9
isogroup32197,-0.1
isogroup32198,-0.1
isogroup322,0.9
isogroup3220,-0.4
isogroup32200,0
isogroup32201,1.3
isogroup32202,0.6
isogroup32203,0.2
isogroup32206,3
isogroup32207,0.5
isogroup32208,0.2
isogroup3221,-0.2
isogroup32210,-2.5
isogroup32211,1.6
isogroup32212,1.2
isogroup32213,-0.4
isogroup32215,0.5
isogroup32216,0.4
isogroup32217,0.6
isogroup3222,0.2
isogroup32220,0.2
isogroup32221,0.1
isogroup32222,0
isogroup32223,-1.1
isogroup32224,-1
isogroup32227,0.5
isogroup32229,0.8
isogroup3223,1.4
isogroup32233,-0.4
isogroup32234,0.4
isogroup32235,-0.2
isogroup32236,-0.1
isogroup32237,-1
isogroup3224,0.7
isogroup32240,-0.1
isogroup32241,-0.2
isogroup32243,3.8
isogroup32244,0.6
isogroup32245,3
isogroup32246,0.2
isogroup32247,0.1
isogroup32248,1.5
isogroup32249,-1.1
isogroup3225,-0.1
isogroup32250,0.7
isogroup32251,0.3
isogroup32256,0.4
isogroup32258,0.9
isogroup32259,0.8
isogroup3226,0
isogroup32261,-1.9
isogroup32262,-0.2
isogroup32265,3
isogroup32268,0.2
isogroup32269,0.8
isogroup3227,-2.5
isogroup32270,-4.5
isogroup32271,1.5
isogroup32272,0.1
isogroup32274,0.4
isogroup32275,-0.6
isogroup32279,1.9
isogroup3228,0.3
isogroup32280,-0.9
isogroup32282,0.5
isogroup32287,0.3
isogroup32288,1
isogroup32289,0.1
isogroup3229,-0.2
isogroup32290,-0.2
isogroup32291,-0.8
isogroup32293,0.3
isogroup32295,-0.8
isogroup32296,0
isogroup32298,0
isogroup32299,-0.5
isogroup323,0.7
isogroup3230,-0.3
isogroup32300,0.5
isogroup32301,1.9
isogroup32302,0.2
isogroup32303,0.1
isogroup32305,1
isogroup32306,-1.1
isogroup32307,1.8
isogroup32308,1.1
isogroup3231,2.1
isogroup32310,0.6
isogroup32318,0
isogroup32319,1
isogroup3232,-5.6
isogroup32321,-0.1
isogroup32322,0.1
isogroup32325,0
isogroup32328,-7
isogroup3233,3.3
isogroup32330,4.9
isogroup32332,1.4
isogroup32333,4.3
isogroup32334,0.1
isogroup32337,-0.1
isogroup32338,0.2
isogroup32339,-0.5
isogroup3234,2
isogroup32340,0
isogroup32344,0.6
isogroup32345,0
isogroup32347,0.3
isogroup32348,0.3
isogroup3235,0.1
isogroup32350,2
isogroup32351,0.8
isogroup32352,3.2
isogroup32353,1.2
isogroup32354,2.5
isogroup32357,1.2
isogroup32358,-0.1
isogroup32359,-0.4
isogroup3236,0.7
isogroup32360,-0.2
isogroup32361,0.2
isogroup32362,0.4
isogroup32363,0.5
isogroup32364,1.4
isogroup32366,-0.3
isogroup32368,4.5
isogroup3237,0
isogroup32371,0.6
isogroup32373,0.2
isogroup32374,-0.5
isogroup32375,-0.2
isogroup32377,0.4
isogroup32378,-0.1
isogroup3238,2.1
isogroup32380,0.1
isogroup32381,-0.3
isogroup32383,0
isogroup32385,4.6
isogroup3239,1.5
isogroup32390,1.3
isogroup32391,0
isogroup32392,2.3
isogroup32393,0.7
isogroup32394,2.1
isogroup32395,-0.7
isogroup32397,1.2
isogroup32398,1.2
isogroup32399,0
isogroup324,0.8
isogroup3240,-5.1
isogroup32402,0.6
isogroup32405,-0.2
isogroup32406,-0.3
isogroup32409,1.8
isogroup32410,-1.1
isogroup32411,-0.1
isogroup32412,-0.1
isogroup32413,-1.8
isogroup32414,2.8
isogroup32415,2.6
isogroup32416,3.4
isogroup32417,0.7
isogroup32419,-5
isogroup3242,0.3
isogroup32420,3.1
isogroup32422,2.6
isogroup32423,0.5
isogroup32425,0
isogroup32426,-4.3
isogroup32427,1
isogroup32428,1.4
isogroup32429,0
isogroup3243,2
isogroup32430,-0.1
isogroup32431,-0.1
isogroup32432,1.7
isogroup32433,-0.1
isogroup32434,0.4
isogroup32436,-0.1
isogroup32438,-3.2
isogroup32439,-0.6
isogroup3244,3.4
isogroup32440,1.6
isogroup32441,1
isogroup32442,0
isogroup32443,-10
isogroup32444,0.4
isogroup32445,-0.2
isogroup32447,0.8
isogroup32449,0.9
isogroup3245,0.3
isogroup32450,-0.3
isogroup32452,0
isogroup32453,-0.5
isogroup32454,0.8
isogroup32456,0
isogroup32457,0.4
isogroup32458,-0.2
isogroup32459,0
isogroup3246,0.6
isogroup32460,-0.6
isogroup32462,-4.4
isogroup32463,0.5
isogroup32464,0.3
isogroup32468,0.5
isogroup3247,-1.6
isogroup32471,0.3
isogroup32472,0.3
isogroup32473,-0.1
isogroup32475,0.2
isogroup32476,0.7
isogroup32478,-0.5
isogroup32479,0.3
isogroup3248,0.7
isogroup32483,-3.8
isogroup32485,0.2
isogroup32488,1.5
isogroup32489,0.6
isogroup3249,1.9
isogroup32490,0.4
isogroup32491,-0.4
isogroup32492,0.9
isogroup32493,0.5
isogroup32496,1.5
isogroup32498,0
isogroup325,2.4
isogroup3250,2.2
isogroup32500,0.3
isogroup32503,-1.8
isogroup32505,0.6
isogroup32506,-0.2
isogroup32507,-2.4
isogroup32508,0.2
isogroup32509,2.5
isogroup3251,-0.7
isogroup32510,0.1
isogroup32511,1.3
isogroup32513,-1.9
isogroup32514,0
isogroup32515,-0.5
isogroup32516,-0.2
isogroup32519,0.9
isogroup3252,0.1
isogroup32520,1.4
isogroup32521,1.4
isogroup32522,-3.7
isogroup32523,1.2
isogroup32528,3.7
isogroup3253,0.1
isogroup32531,3.8
isogroup32532,-1.2
isogroup32533,-2.1
isogroup32535,0.6
isogroup32536,0.8
isogroup32537,-2.2
isogroup32539,0.2
isogroup3254,-0.5
isogroup32541,0.2
isogroup32542,0.4
isogroup32543,0.1
isogroup32545,0.1
isogroup32547,1.4
isogroup32549,-0.3
isogroup3255,1
isogroup32550,-4.8
isogroup32552,-4.1
isogroup32553,1.1
isogroup32554,0.8
isogroup32557,0.2
isogroup32558,2.7
isogroup3256,0.2
isogroup32560,0.2
isogroup32562,0.2
isogroup32563,1.9
isogroup32564,0.6
isogroup32566,1
isogroup32567,1
isogroup32568,1.8
isogroup32569,0.3
isogroup3257,0.9
isogroup32570,0.9
isogroup32571,-0.2
isogroup32572,0.8
isogroup32573,-0.1
isogroup32574,0.1
isogroup32577,0.6
isogroup32579,1.6
isogroup3258,0.1
isogroup32582,-4.2
isogroup32584,0.3
isogroup32585,0.3
isogroup32587,0.3
isogroup3259,-0.9
isogroup32590,0.2
isogroup32591,0.7
isogroup32593,2.4
isogroup32594,0.4
isogroup32595,0
isogroup32599,-0.1
isogroup326,0.9
isogroup326.1,1.5
isogroup32600,-0.6
isogroup32602,-0.1
isogroup32603,0.7
isogroup32604,0.2
isogroup32605,-0.2
isogroup32607,0.2
isogroup32608,1.5
isogroup3261,0.4
isogroup32610,0.6
isogroup32611,-0.3
isogroup32613,1.2
isogroup32614,3.3
isogroup32616,1
isogroup32617,-0.6
isogroup32618,1
isogroup32619,0.7
isogroup3262,-0.1
isogroup32620,-1.5
isogroup32621,-0.1
isogroup32622,0.6
isogroup32623,2.4
isogroup32624,-0.4
isogroup32625,0.8
isogroup32627,1.3
isogroup32629,0.1
isogroup3263,-0.4
isogroup32630,-0.5
isogroup32631,1.6
isogroup32632,0.9
isogroup32633,0.5
isogroup32635,-0.7
isogroup32638,0.5
isogroup3264,10
isogroup32641,-0.9
isogroup32642,-0.4
isogroup32645,0.6
isogroup32646,0.6
isogroup32647,0.9
isogroup32649,0.3
isogroup3265,0.8
isogroup32650,0.3
isogroup32652,1
isogroup32655,2.8
isogroup32656,1.2
isogroup32657,0.5
isogroup32658,0.4
isogroup3266,0.2
isogroup32661,-0.5
isogroup32662,-1.3
isogroup32663,-1
isogroup32664,0.8
isogroup32666,0.9
isogroup32669,0
isogroup3267,1.8
isogroup32670,0
isogroup32671,0
isogroup32673,0.2
isogroup32676,1.5
isogroup32677,1.1
isogroup3268,3.9
isogroup32680,0.7
isogroup32681,0.6
isogroup32683,0.7
isogroup32684,-0.7
isogroup32685,0.5
isogroup32689,-0.1
isogroup3269,0.2
isogroup32690,0.7
isogroup32691,0.7
isogroup32693,0.2
isogroup32695,2.6
isogroup32696,-1.4
isogroup32697,0
isogroup32698,-1.5
isogroup32699,0.3
isogroup3270,2.1
isogroup32700,-5.2
isogroup32701,-0.1
isogroup32702,0
isogroup32703,0.1
isogroup32704,0.2
isogroup32706,-7.8
isogroup32708,-1.4
isogroup32709,-0.4
isogroup3271,0.6
isogroup32710,-0.2
isogroup32711,-3.5
isogroup32712,1.5
isogroup32713,2.3
isogroup32714,0.7
isogroup32716,0
isogroup32717,-0.5
isogroup32718,0.4
isogroup32719,-0.1
isogroup3272,0.3
isogroup32721,2.4
isogroup32722,-0.8
isogroup32723,-0.2
isogroup32725,0.1
isogroup32726,0.4
isogroup32728,-0.5
isogroup3273,0.4
isogroup32730,0.1
isogroup32731,-0.2
isogroup32734,0.4
isogroup32736,-0.7
isogroup32737,0.9
isogroup32738,0.5
isogroup3274,-1.2
isogroup32740,1.4
isogroup32741,0
isogroup32742,0.1
isogroup32743,0.8
isogroup32744,-0.1
isogroup32745,1.2
isogroup32746,1.2
isogroup32747,0.1
isogroup32749,1.2
isogroup3275,-0.4
isogroup32750,0.4
isogroup32752,-0.1
isogroup32753,0.6
isogroup32755,-3.1
isogroup32756,2.8
isogroup32757,2.4
isogroup32758,0.1
isogroup32759,0
isogroup3276,-1
isogroup3276.1,1
isogroup32760,1.2
isogroup32762,-2.9
isogroup32763,3
isogroup32764,0.7
isogroup32765,-0.1
isogroup32766,0.2
isogroup32768,0.4
